"B01001_001E","B01001_001M","B01001_002E","B01001_002M","B01001_003E","B01001_003M","B01001_004E","B01001_004M","B01001_005E","B01001_005M","B01001_006E","B01001_006M","B01001_007E","B01001_007M","B01001_008E","B01001_008M","B01001_009E","B01001_009M","B01001_010E","B01001_010M","B01001_011E","B01001_011M","B01001_012E","B01001_012M","B01001_013E","B01001_013M","B01001_014E","B01001_014M","B01001_015E","B01001_015M","B01001_016E","B01001_016M","B01001_017E","B01001_017M","B01001_018E","B01001_018M","B01001_019E","B01001_019M","B01001_020E","B01001_020M","B01001_021E","B01001_021M","B01001_022E","B01001_022M","B01001_023E","B01001_023M","B01001_024E","B01001_024M","B01001_025E","B01001_025M","B01001_026E","B01001_026M","B01001_027E","B01001_027M","B01001_028E","B01001_028M","B01001_029E","B01001_029M","B01001_030E","B01001_030M","B01001_031E","B01001_031M","B01001_032E","B01001_032M","B01001_033E","B01001_033M","B01001_034E","B01001_034M","B01001_035E","B01001_035M","B01001_036E","B01001_036M","B01001_037E","B01001_037M","B01001_038E","B01001_038M","B01001_039E","B01001_039M","B01001_040E","B01001_040M","B01001_041E","B01001_041M","B01001_042E","B01001_042M","B01001_043E","B01001_043M","B01001_044E","B01001_044M","B01001_045E","B01001_045M","B01001_046E","B01001_046M","B01001_047E","B01001_047M","B01001_048E","B01001_048M","B01001_049E","B01001_049M","GEO_ID","NAME"
"2144","545","1252","358","59","67","98","73","133","107","29","35","48","51","0","12","45","52","63","61","68","66","66","59","155","86","96","58","54","39","77","67","74","53","56","53","47","48","42","43","12","18","20","21","10","15","0","12","0","12","892","232","18","22","52","46","41","32","39","42","12","21","0","12","18","15","60","58","19","22","73","59","35","42","98","77","9","14","40","39","54","49","38","38","47","34","26","23","18","19","25","23","0","12","121","113","49","37","1500000US150030089401","Block Group 1, Census Tract 89.40, Honolulu County, Hawaii"
"1043","289","575","149","13","20","9","13","26","24","0","12","0","12","0","12","0","12","27","25","38","29","82","55","0","12","30","28","0","12","50","48","85","99","29","35","70","36","0","12","32","36","36","25","29","46","0","12","19","21","468","176","0","12","0","12","26","24","39","39","0","12","0","12","0","12","9","15","99","81","10","16","0","12","8","13","18","20","9","13","98","62","30","21","29","33","9","14","7","11","35","37","0","12","12","13","30","42","1500000US150030089402","Block Group 2, Census Tract 89.40, Honolulu County, Hawaii"
"2021","298","1006","181","20","22","44","32","76","45","30","25","62","76","26","30","54","54","43","41","99","78","39","38","61","38","33","25","168","68","39","45","36","35","5","8","15","17","6","9","14","16","34","23","30","27","57","37","15","17","1015","194","47","30","55","40","92","52","35","34","0","12","12","18","0","12","45","53","0","12","66","47","101","45","66","43","86","90","69","51","75","48","16","20","20","21","13","15","6","9","16","18","117","81","55","35","23","24","1500000US150030089411","Block Group 1, Census Tract 89.41, Honolulu County, Hawaii"
"1367","303","743","192","53","58","49","41","134","82","17","20","0","12","10","15","0","12","21","20","22","24","33","32","64","45","72","48","34","32","55","32","24","21","20","23","0","12","6","9","11","10","53","36","13","14","23","23","29","29","624","150","0","12","32","30","45","45","38","28","27","27","0","12","0","12","12","19","52","38","53","45","21","16","20","21","82","64","45","34","48","40","6","9","25","22","0","12","30","29","35","27","46","32","7","14","0","12","1500000US150030089421","Block Group 1, Census Tract 89.42, Honolulu County, Hawaii"
"652","247","190","69","0","12","0","12","7","11","0","12","0","12","0","12","15","17","16","19","29","24","0","12","27","33","29","38","6","10","13","14","25","33","0","12","23","21","0","12","0","12","0","12","0","12","0","12","0","12","462","202","119","91","31","38","13","16","0","12","6","10","0","12","0","12","25","23","40","29","58","52","38","27","0","12","6","10","20","18","41","28","0","12","6","9","0","12","23","21","9","14","0","12","16","25","11","16","1500000US150030089422","Block Group 2, Census Tract 89.42, Honolulu County, Hawaii"
"1039","166","509","91","50","45","18","18","26","23","20","20","0","12","0","12","44","56","24","37","20","24","18","21","8","13","0","12","91","50","67","37","52","30","6","11","17","19","9","15","30","28","9","15","0","12","0","12","0","12","530","117","30","27","25","21","26","25","32","25","8","13","0","12","10","17","9","15","31","28","30","28","24","21","32","22","22","22","91","49","70","38","12","15","15","17","8","12","15","23","17","19","0","12","7","11","16","16","1500000US150030089431","Block Group 1, Census Tract 89.43, Honolulu County, Hawaii"
"546","166","334","128","10","15","42","41","87","59","0","12","9","13","0","12","0","12","0","12","31","36","13","22","16","18","26","23","36","35","31","35","0","12","0","12","0","12","8","12","0","12","8","12","17","15","0","12","0","12","212","74","9","14","17","19","0","12","0","12","7","12","0","12","10","15","0","12","25","39","9","14","17","19","25","22","29","34","14","16","16","17","0","12","0","12","0","12","17","20","8","12","9","14","0","12","0","12","1500000US150030089441","Block Group 1, Census Tract 89.44, Honolulu County, Hawaii"
"2138","626","1112","390","22","22","263","248","149","93","24","36","32","29","10","16","0","12","44","37","33","29","28","44","38","46","61","32","138","64","94","61","102","107","9","14","9","12","16","19","0","12","9","14","27","25","4","8","0","12","1026","266","27","34","117","62","122","71","62","41","7","12","4","7","35","53","20","23","22","23","16","18","42","31","185","66","203","172","34","28","30","25","20","31","2","4","8","12","8","12","21","21","28","26","0","12","13","15","1500000US150030089442","Block Group 2, Census Tract 89.44, Honolulu County, Hawaii"
"1035","280","467","130","85","88","36","28","7","11","0","12","0","12","0","12","0","12","0","12","64","58","44","30","77","50","46","32","37","38","9","15","34","37","0","12","0","12","8","13","0","12","8","12","0","12","0","12","12","19","568","207","15","22","80","61","34","40","23","35","29","34","0","12","0","12","10","15","9","14","95","61","111","56","44","50","58","42","0","12","8","12","7","12","0","12","0","12","15","17","7","11","13","20","0","12","10","16","1500000US150030089443","Block Group 3, Census Tract 89.44, Honolulu County, Hawaii"
"1605","403","720","169","78","52","76","49","0","12","92","99","20","23","0","12","23","35","0","12","132","88","13","22","52","40","7","11","26","24","49","41","7","11","41","30","30","28","15","17","13","22","0","12","46","62","0","12","0","12","885","275","158","152","40","36","35","32","13","21","11","19","0","12","0","12","100","94","78","51","97","81","51","39","22","19","13","16","29","30","64","37","13","14","28","28","46","37","7","11","6","11","54","76","0","12","20","31","1500000US150030089451","Block Group 1, Census Tract 89.45, Honolulu County, Hawaii"
"925","234","453","130","0","12","41","39","0","12","0","12","0","12","8","14","0","12","0","12","59","47","78","60","19","22","12","19","20","20","34","28","25","22","18","19","34","43","0","12","10","16","20","31","0","12","9","14","66","72","472","126","0","12","10","15","21","23","18","20","0","12","0","12","0","12","32","24","47","49","53","43","10","15","30","28","20","22","17","19","56","30","8","14","0","12","52","47","10","15","17","19","9","14","62","66","0","12","1500000US150030089461","Block Group 1, Census Tract 89.46, Honolulu County, Hawaii"
"552","174","317","101","0","12","12","18","10","16","10","16","0","12","0","12","0","12","0","12","79","76","42","49","48","51","23","18","20","30","10","15","9","13","9","13","0","12","0","12","8","13","27","31","0","12","0","12","10","16","235","91","0","12","3","7","11","17","19","22","0","12","0","12","6","11","13","17","43","48","0","12","10","15","17","18","0","12","21","24","18","20","10","15","3","6","37","46","0","12","0","12","0","12","24","38","0","12","1500000US150030089462","Block Group 2, Census Tract 89.46, Honolulu County, Hawaii"
"1092","325","516","160","11","19","10","16","39","39","8","13","11","16","0","12","27","26","11","17","58","71","18","29","9","13","13","19","55","56","80","56","36","33","0","12","10","15","17","22","10","15","30","27","55","54","0","12","8","13","576","232","21","24","0","12","19","21","21","22","22","35","0","12","26","39","12","19","33","51","56","55","24","34","20","23","37","47","42","33","34","32","66","39","26","24","33","38","10","16","42","42","0","12","0","12","32","35","1500000US150030089463","Block Group 3, Census Tract 89.46, Honolulu County, Hawaii"
"1568","175","697","119","57","48","52","45","18","19","0","12","19","22","6","10","0","12","17","19","108","69","119","70","16","19","46","41","14","16","14","16","27","23","23","25","47","26","13","16","24","22","33","29","8","12","15","17","21","33","871","109","60","46","16","18","9","14","0","12","13","15","0","12","16","18","10","15","114","68","106","70","91","58","46","34","47","44","12","14","92","40","24","30","40","37","26","22","41","32","45","29","22","20","0","12","41","36","1500000US150030089471","Block Group 1, Census Tract 89.47, Honolulu County, Hawaii"
"878","217","423","132","0","12","0","12","0","12","0","12","0","12","0","12","0","12","8","13","18","20","28","30","11","16","12","18","34","42","101","115","54","45","31","33","19","22","12","18","17","14","48","51","8","12","12","19","10","16","455","128","39","67","9","1","0","12","20","31","0","12","0","12","0","12","16","25","45","35","18","15","0","12","0","12","29","33","34","27","72","52","22","25","40","40","19","22","15","18","0","12","17","18","12","19","48","54","1500000US150030089481","Block Group 1, Census Tract 89.48, Honolulu County, Hawaii"
"582","168","266","87","0","12","32","32","10","17","0","12","0","12","4","7","11","17","23","33","4","10","21","21","59","39","0","12","30","29","16","19","0","12","0","12","9","14","7","10","0","12","30","26","0","12","10","17","0","12","316","109","0","12","21","24","42","34","0","12","0","12","11","18","0","12","0","12","6","11","35","38","33","32","0","12","32","28","9","15","0","12","0","12","13","16","30","32","34","28","10","15","40","27","0","12","0","12","1500000US150030089482","Block Group 2, Census Tract 89.48, Honolulu County, Hawaii"
"1166","277","634","157","64","58","29","44","34","31","0","12","0","12","0","12","0","12","22","25","34","31","59","45","46","45","22","34","56","42","64","53","24","24","17","20","16","18","41","52","80","109","17","21","0","12","9","15","0","12","532","164","42","29","24","28","68","88","26","25","6","10","0","12","11","18","13","21","38","35","54","36","0","12","39","45","31","30","33","26","62","47","30","26","22","27","8","12","0","12","0","12","10","16","15","18","0","12","1500000US150030089483","Block Group 3, Census Tract 89.48, Honolulu County, Hawaii"
"1949","661","798","230","82","73","42","53","90","67","27","40","14","22","0","12","0","12","33","51","37","59","39","49","78","68","44","41","0","12","78","63","26","25","133","164","0","12","20","24","0","12","8","13","47","39","0","12","0","12","1151","499","10","17","17","28","96","69","0","12","0","12","0","12","31","47","47","59","55","52","68","60","88","83","61","51","86","63","38","38","266","369","25","48","36","28","0","12","22","26","163","166","36","58","0","12","6","9","1500000US150030089491","Block Group 1, Census Tract 89.49, Honolulu County, Hawaii"
"1994","449","1092","280","0","12","46","71","100","82","56","66","53","40","0","12","35","41","90","87","90","111","0","12","64","78","99","97","96","83","27","35","153","90","14","24","33","39","20","33","47","35","0","12","69","88","0","12","0","12","902","263","40","53","79","68","33","38","30","36","31","38","57","82","21","34","18","30","55","57","0","12","21","35","127","103","102","76","50","48","98","64","0","12","0","12","79","80","15","24","20","31","2","4","0","12","24","39","1500000US150030089501","Block Group 1, Census Tract 89.50, Honolulu County, Hawaii"
"718","217","360","123","0","12","35","46","0","12","6","10","0","12","16","20","0","12","0","12","7","13","9","14","28","45","24","19","8","12","6","11","47","69","6","9","61","68","19","31","63","70","25","16","0","12","0","12","0","12","358","105","0","12","17","27","0","12","0","12","0","12","0","12","0","12","7","13","8","14","19","29","0","12","16","26","6","11","0","12","53","71","18","30","78","82","6","10","62","69","6","10","0","12","19","29","43","55","1500000US150030089511","Block Group 1, Census Tract 89.51, Honolulu County, Hawaii"
"648","416","372","233","0","12","0","12","0","12","0","12","0","12","8","14","0","12","26","31","12","18","35","39","60","89","0","12","6","12","17","25","72","80","0","12","93","148","19","29","0","12","17","27","0","12","0","12","7","11","276","193","9","14","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","87","87","0","12","0","12","7","11","16","24","20","24","117","162","11","19","0","12","0","12","9","14","0","12","0","12","0","12","1500000US150030089512","Block Group 2, Census Tract 89.51, Honolulu County, Hawaii"
"1508","411","831","280","138","134","0","12","15","24","0","12","14","24","0","12","14","23","30","34","98","107","109","118","19","27","36","43","57","73","97","66","14","23","50","48","13","21","39","63","42","38","0","12","0","12","46","70","0","12","677","158","0","12","17","27","0","12","0","12","0","12","0","12","0","12","29","33","180","117","21","35","0","12","22","34","148","94","60","44","48","45","30","33","14","23","39","62","28","31","41","64","0","12","0","12","0","12","1500000US150030089521","Block Group 1, Census Tract 89.52, Honolulu County, Hawaii"
"1736","635","726","291","49","76","47","36","30","34","16","25","0","12","0","12","0","12","16","24","176","168","75","77","39","36","30","35","12","20","92","73","13","20","14","24","26","30","46","74","0","12","0","12","13","20","13","21","19","32","1010","395","62","75","119","138","58","70","40","63","12","20","9","15","18","29","15","24","97","103","115","91","14","23","71","72","42","39","59","60","70","66","27","42","5","9","26","31","30","35","0","12","29","24","0","12","92","99","1500000US150030089522","Block Group 2, Census Tract 89.52, Honolulu County, Hawaii"
"2053","401","1055","200","0","12","0","12","32","38","30","33","41","62","16","26","0","12","46","43","192","114","92","93","70","72","33","36","125","64","141","73","63","63","0","12","42","31","44","41","14","22","29","33","11","17","15","24","19","31","998","239","91","86","27","30","14","24","28","32","0","12","0","12","12","19","14","23","183","120","49","45","84","116","15","23","110","68","28","31","140","74","11","16","39","22","41","48","42","39","13","20","22","27","0","12","35","39","1500000US150030089523","Block Group 3, Census Tract 89.52, Honolulu County, Hawaii"
"1552","307","748","155","112","46","72","61","36","26","6","9","9","15","3","4","6","8","97","74","230","64","74","45","75","65","16","20","7","12","0","12","5","7","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","804","197","127","63","120","67","58","36","13","16","0","12","21","14","3","4","100","40","161","65","69","40","79","59","16","21","5","7","0","12","21","22","0","12","0","12","0","12","0","12","0","12","11","17","0","12","0","12","1500000US150030090001","Block Group 1, Census Tract 90, Honolulu County, Hawaii"
